annotation,gene,Cluster,Presence
Connectingtubulecell,TMEM213,Epithelial,Yes
Connectingtubulecell,COBLL1,Epithelial,Yes
Connectingtubulecell,RHOBTB3,Epithelial,Yes
Connectingtubulecell,AIF1L,Epithelial,Yes
Connectingtubulecell,CPVL,Epithelial,Yes
Connectingtubulecell,CAMK2N1,Epithelial,Yes
Connectingtubulecell,EFCAB14,Epithelial,No
Connectingtubulecell,CTSD,Epithelial,Yes
Connectingtubulecell,RTN4,Epithelial,Yes
Connectingtubulecell,ATP1B3,Epithelial,Yes
Connectingtubulecell,HACD3,Epithelial,No
Connectingtubulecell,IDH2,Epithelial,Yes
Connectingtubulecell,MAL,Epithelial,Yes
Connectingtubulecell,OGDHL,Epithelial,Yes
Connectingtubulecell,EMX2,Epithelial,Yes
Connectingtubulecell,TXNIP,Epithelial,Yes
Connectingtubulecell,HES1,Epithelial,Yes
Connectingtubulecell,CRABP2,Epithelial,Yes
Connectingtubulecell,DCDC2,Epithelial,No
Connectingtubulecell,LGALS3,Epithelial,Yes
Connectingtubulecell,FAM107A,Epithelial,Yes
Connectingtubulecell,COL18A1,Epithelial,Yes
Connectingtubulecell,MRPL33,Epithelial,Yes
Connectingtubulecell,NUDT4,Epithelial,Yes
Connectingtubulecell,BCAM,Epithelial,Yes
Connectingtubulecell,TMEM59,Epithelial,Yes
Connectingtubulecell,APP,Epithelial,Yes
Connectingtubulecell,TPM4,Epithelial,No
Connectingtubulecell,BHLHE40,Epithelial,No
Connectingtubulecell,TGOLN2,Epithelial,Yes
Connectingtubulecell,LAMB1,Epithelial,Yes
Connectingtubulecell,SELM,Epithelial,Yes
Connectingtubulecell,ARHGAP24,Epithelial,Yes
Connectingtubulecell,CLDN4,Epithelial,Yes
Connectingtubulecell,PTGER3,Epithelial,Yes
Connectingtubulecell,ATP1A1,Epithelial,Yes
Connectingtubulecell,CTSH,Epithelial,Yes
Connectingtubulecell,GPRC5C,Epithelial,Yes
Connectingtubulecell,MT-CO1,Epithelial,No
Connectingtubulecell,RASD1,Epithelial,Yes
Connectingtubulecell,MALAT1,Epithelial,No
Connectingtubulecell,FIBIN,Epithelial,Yes
Connectingtubulecell,NDRG1,Epithelial,Yes
Connectingtubulecell,ITM2B,Epithelial,Yes
Connectingtubulecell,GADD45B,Epithelial,Yes
Connectingtubulecell,CAPG,Epithelial,No
Connectingtubulecell,CLDN7,Epithelial,No
Connectingtubulecell,KNG1,Epithelial,Yes
Connectingtubulecell,ATP6V0B,Epithelial,Yes
Connectingtubulecell,PSAP,Epithelial,Yes
Connectingtubulecell,NEAT1,Epithelial,No
Connectingtubulecell,ZFP36L1,Epithelial,Yes
Connectingtubulecell,IGFBP3,Epithelial,Yes
Connectingtubulecell,CD24,Epithelial,Yes
Connectingtubulecell,CD63,Epithelial,Yes
Connectingtubulecell,ZFP36L2,Epithelial,Yes
Connectingtubulecell,DDIT4,Epithelial,Yes
Connectingtubulecell,MTRNR2L12,Epithelial,No
DCTcell,TMEM52B,Epithelial,No
DCTcell,SLC12A3,Epithelial,No
DCTcell,KNG1,Epithelial,Yes
DCTcell,SERPINA5,Epithelial,Yes
DCTcell,OLR1,Epithelial,Yes
DCTcell,WNK4,Epithelial,Yes
DCTcell,WNK1,Epithelial,Yes
DCTcell,DEFB1,Epithelial,Yes
DCTcell,CLCNKB,Epithelial,No
DCTcell,EMX1,Epithelial,Yes
DCTcell,ATP1B1,Epithelial,Yes
DCTcell,CA12,Epithelial,Yes
DCTcell,IGFBP7,Epithelial,Yes
DCTcell,NR0B2,Epithelial,Yes
DCTcell,CLCNKA,Epithelial,Yes
DCTcell,GSTM3,Epithelial,Yes
DCTcell,HSD11B2,Epithelial,Yes
DCTcell,ACSL4,Epithelial,Yes
DCTcell,SFRP1,Epithelial,Yes
DCTcell,NUDT4,Epithelial,Yes
DCTcell,SLC20A1,Epithelial,Yes
DCTcell,RHCG,Epithelial,Yes
DCTcell,DNASE1,Epithelial,No
DCTcell,GPRC5B,Epithelial,Yes
DCTcell,LHX1,Epithelial,No
DCTcell,KCNJ1,Epithelial,Yes
DCTcell,ATP1A1,Epithelial,Yes
DCTcell,WSB1,Epithelial,Yes
DCTcell,MAL,Epithelial,Yes
DCTcell,GDF15,Epithelial,Yes
DCTcell,ATP6V1B1,Epithelial,Yes
DCTcell,SPP1,Epithelial,Yes
DCTcell,FERMT2,Epithelial,Yes
DCTcell,CDH16,Epithelial,Yes
DCTcell,KCNJ16,Epithelial,Yes
DCTcell,TMEM213,Epithelial,Yes
DCTcell,SAT1,Epithelial,Yes
DCTcell,ITM2C,Epithelial,Yes
DCTcell,HES1,Epithelial,Yes
DCTcell,CLDN4,Epithelial,Yes
DCTcell,SELM,Epithelial,Yes
DCTcell,LINC00472,Epithelial,No
DCTcell,SCPEP1,Epithelial,Yes
DCTcell,ATF3,Epithelial,Yes
DCTcell,NR4A1,Epithelial,Yes
DCTcell,FOSB,Epithelial,Yes
DCTcell,PRCP,Epithelial,Yes
DCTcell,S100A14,Epithelial,Yes
DCTcell,APP,Epithelial,Yes
DCTcell,MALAT1,Epithelial,No
DCTcell,NFE2L2,Epithelial,Yes
DCTcell,MAFF,Epithelial,Yes
DCTcell,IER2,Epithelial,Yes
DCTcell,DEPTOR,Epithelial,No
DCTcell,PLAU,Epithelial,Yes
DCTcell,IVNS1ABP,Epithelial,Yes
DCTcell,APLP2,Epithelial,Yes
DCTcell,TMEM59,Epithelial,Yes
DCTcell,COMT,Epithelial,Yes
DCTcell,COL18A1,Epithelial,Yes
DCTcell,IDH2,Epithelial,Yes
DCTcell,AGPAT2,Epithelial,Yes
DCTcell,UPP1,Epithelial,Yes
DCTcell,CA2,Epithelial,Yes
DCTcell,S100A6,Epithelial,No
DCTcell,CTSD,Epithelial,Yes
DCTcell,BTG2,Epithelial,Yes
DCTcell,AIF1L,Epithelial,Yes
DCTcell,DCDC2,Epithelial,No
DCTcell,EGR1,Epithelial,Yes
DCTcell,IER3,Epithelial,No
DCTcell,PPP1R15A,Epithelial,Yes
DCTcell,TNFRSF12A,Epithelial,Yes
DCTcell,CYR61,Epithelial,Yes
DCTcell,ZFP36L1,Epithelial,Yes
DCTcell,SOX4,Epithelial,Yes
DCTcell,NEAT1,Epithelial,No
DCTcell,FXYD2,Epithelial,Yes
DCTcell,ELF3,Epithelial,Yes
DCTcell,CD63,Epithelial,Yes
DCTcell,GADD45B,Epithelial,Yes
DCTcell,DDIT3,Epithelial,Yes
DCTcell,HSPB1,Epithelial,Yes
DCTcell,LMNA,Epithelial,Yes
DCTcell,EGF,Epithelial,Yes
DCTcell,RASD1,Epithelial,Yes
DCTcell,ACTB,Epithelial,Yes
DCTcell,RHOB,Epithelial,Yes
DCTcell,ARL4D,Epithelial,Yes
DCTcell,JUN,Epithelial,Yes
DCTcell,FOS,Epithelial,Yes
DCTcell,UBC,Epithelial,Yes
DCTcell,TXNIP,Epithelial,Yes
DCTcell,KLF6,Epithelial,Yes
DCTcell,HSPA1B,Epithelial,No
DCTcell,JUNB,Epithelial,Yes
DCTcell,DUSP1,Epithelial,Yes
DCTcell,ZFP36,Epithelial,Yes
DCTcell,CALB1,Epithelial,No
DCTcell,HSPA1A,Epithelial,No
LoHATL,SLPI,Epithelial,No
LoHATL,TMPRSS4,Epithelial,Yes
LoHATL,ACPP,Epithelial,Yes
LoHATL,WFDC2,Epithelial,Yes
LoHATL,PAPPA2,Epithelial,No
LoHATL,IGFBP6,Epithelial,Yes
LoHATL,SLC12A1,Epithelial,No
LoHATL,TIMP1,Epithelial,Yes
LoHATL,ITM2C,Epithelial,Yes
LoHATL,PDLIM4,Epithelial,No
LoHATL,S100A2,Epithelial,Yes
LoHATL,SOD3,Epithelial,Yes
LoHATL,MUC1,Epithelial,Yes
LoHATL,ITGB6,Epithelial,No
LoHATL,ANXA1,Epithelial,Yes
LoHATL,KRT7,Epithelial,Yes
LoHATL,CA4,Epithelial,Yes
LoHATL,MGLL,Epithelial,Yes
LoHATL,CLDN16,Epithelial,Yes
LoHATL,CLDN3,Epithelial,Yes
LoHATL,S100A6,Epithelial,No
LoHATL,TSPAN8,Epithelial,No
LoHATL,SERPING1,Epithelial,Yes
LoHATL,BCAM,Epithelial,Yes
LoHATL,MMP7,Epithelial,Yes
LoHATL,CRIP1,Epithelial,No
LoHATL,S100A14,Epithelial,Yes
LoHATL,APP,Epithelial,Yes
LoHATL,DEPTOR,Epithelial,No
LoHATL,CRIP2,Epithelial,Yes
LoHATL,CD151,Epithelial,Yes
LoHATL,ANXA2,Epithelial,Yes
LoHATL,CLDN10,Epithelial,Yes
LoHATL,TNFRSF12A,Epithelial,Yes
LoHATL,PLP2,Epithelial,Yes
LoHATL,MAL,Epithelial,Yes
LoHATL,LY6E,Epithelial,No
LoHATL,MALAT1,Epithelial,No
LoHATL,SPINT2,Epithelial,Yes
LoHATL,AGR2,Epithelial,Yes
LoHATL,ACSL4,Epithelial,Yes
LoHATL,ATP1A1,Epithelial,Yes
LoHATL,IVNS1ABP,Epithelial,Yes
LoHATL,CLU,Epithelial,Yes
LoHATL,CTSD,Epithelial,Yes
LoHATL,EFEMP1,Epithelial,Yes
LoHATL,CD59,Epithelial,Yes
LoHATL,SYNE2,Epithelial,Yes
LoHATL,CD9,Epithelial,Yes
LoHATL,TSPAN1,Epithelial,Yes
LoHATL,CLDN7,Epithelial,No
LoHATL,TACSTD2,Epithelial,Yes
LoHATL,C8orf4,Epithelial,Yes
LoHATL,AHNAK,Epithelial,Yes
LoHATL,GDF15,Epithelial,Yes
LoHATL,LMNA,Epithelial,Yes
LoHATL,CLDN4,Epithelial,Yes
LoHATL,S100A11,Epithelial,Yes
LoHATL,NNMT,Epithelial,Yes
LoHATL,CST3,Epithelial,Yes
LoHATL,PCSK1N,Epithelial,No
LoHATL,SPP1,Epithelial,Yes
LoHATL,LGALS3,Epithelial,Yes
LoHATL,GRN,Epithelial,Yes
LoHATL,IFITM2,Epithelial,Yes
LoHATL,IFITM3,Epithelial,Yes
LoHATL,AGPAT2,Epithelial,Yes
LoHATL,PTMA,Epithelial,No
LoHATL,ELF3,Epithelial,Yes
LoHATL,COL18A1,Epithelial,Yes
LoHATL,EZR,Epithelial,Yes
LoHATL,NEAT1,Epithelial,No
LoHATL,CDH16,Epithelial,Yes
LoHATL,SDC4,Epithelial,Yes
LoHATL,IGFBP7,Epithelial,Yes
LoHATL,CD24,Epithelial,Yes
LoHATL,GSTP1,Epithelial,Yes
LoHATL,CA12,Epithelial,Yes
LoHATL,ATP6V0E1,Epithelial,Yes
LoHATL,PLAU,Epithelial,Yes
LoHATL,S100A13,Epithelial,Yes
LoHATL,PSAP,Epithelial,Yes
LoHATL,SOX4,Epithelial,Yes
LoHATL,DEFB1,Epithelial,Yes
LoHATL,HLA-A,Epithelial,No
LoHATL,EFHD1,Epithelial,Yes
LoHATL,LDHA,Epithelial,Yes
LoHATL,S100A10,Epithelial,Yes
LoHATL,KLF6,Epithelial,Yes
LoHATL,CKB,Epithelial,Yes
LoHATL,B2M,Epithelial,No
LoHATL,HLA-B,Epithelial,No
LoHATL,HSPA5,Epithelial,Yes
LoHATL,ADIRF,Epithelial,No
LoHATL,KRT18,Epithelial,Yes
LoHATL,RASD1,Epithelial,Yes
LoHATL,LTF,Epithelial,Yes
LoHATL,CXCL14,Epithelial,Yes
LoHATL,ZFP36,Epithelial,Yes
LoHATL,FOS,Epithelial,Yes
PT1_2,GPX3,Epithelial,Yes
PT1_2,APOE,Epithelial,Yes
PT1_2,PDZK1IP1,Epithelial,Yes
PT1_2,ALDOB,Epithelial,Yes
PT1_2,PRAP1,Epithelial,Yes
PT1_2,ASS1,Epithelial,Yes
PT1_2,DPEP1,Epithelial,Yes
PT1_2,NAT8,Epithelial,Yes
PT1_2,GATM,Epithelial,Yes
PT1_2,GSTA1,Epithelial,Yes
PT1_2,FTL,Epithelial,Yes
PT1_2,UGT2B7,Epithelial,Yes
PT1_2,PRODH2,Epithelial,Yes
PT1_2,SLC22A8,Epithelial,Yes
PT1_2,FABP1,Epithelial,Yes
PT1_2,FAM151A,Epithelial,Yes
PT1_2,KHK,Epithelial,Yes
PT1_2,SLC22A6,Epithelial,Yes
PT1_2,CUBN,Epithelial,Yes
PT1_2,SLC7A7,Epithelial,Yes
PT1_2,SLC16A9,Epithelial,Yes
PT1_2,PAH,Epithelial,Yes
PT1_2,SLC13A3,Epithelial,Yes
PT1_2,ACSM2B,Epithelial,Yes
PT1_2,HPD,Epithelial,No
PT1_2,ALB,Epithelial,No
PT1_2,TMEM27,Epithelial,Yes
PT1_2,RBP5,Epithelial,Yes
PT1_2,SLC5A12,Epithelial,Yes
PT1_2,LRP2,Epithelial,Yes
PT1_2,DPYS,Epithelial,Yes
PT1_2,GSTA2,Epithelial,Yes
PT1_2,PEPD,Epithelial,Yes
PT1_2,MIOX,Epithelial,Yes
PT1_2,COTL1,Epithelial,No
PT1_2,APOM,Epithelial,No
PT1_2,DDC,Epithelial,No
PT1_2,SLC34A1,Epithelial,Yes
PT1_2,SERPINA1,Epithelial,Yes
PT1_2,ACSM2A,Epithelial,Yes
PT1_2,AQP1,Epithelial,Yes
PT1_2,ANPEP,Epithelial,Yes
PT1_2,CXCL14,Epithelial,Yes
PT1_2,AZGP1,Epithelial,Yes
PT1_2,PSAT1,Epithelial,Yes
PT1_2,NOX4,Epithelial,Yes
PT1_2,MGST1,Epithelial,Yes
PT1_2,IGFBP4,Epithelial,Yes
PT1_2,GLYAT,Epithelial,Yes
PT1_2,UGT1A9,Epithelial,Yes
PT1_2,FTH1,Epithelial,Yes
PT1_2,LGALS2,Epithelial,Yes
PT1_2,AK4,Epithelial,No
PT1_2,CMBL,Epithelial,Yes
PT1_2,SUCLG1,Epithelial,Yes
PT1_2,AKR1A1,Epithelial,Yes
PT1_2,FBP1,Epithelial,Yes
PT1_2,SLC4A4,Epithelial,Yes
PT1_2,DAB2,Epithelial,Yes
PT1_2,PLG,Epithelial,Yes
PT1_2,BHMT,Epithelial,Yes
PT1_2,SLC7A8,Epithelial,Yes
PT1_2,C11orf54,Epithelial,Yes
PT1_2,CLDN2,Epithelial,Yes
PT1_2,TMEM176A,Epithelial,Yes
PT1_2,TPT1,Epithelial,Yes
PT1_2,SMIM24,Epithelial,No
PT1_2,HRSP12,Epithelial,Yes
PT1_2,SLC22A12,Epithelial,Yes
PT1_2,ECHS1,Epithelial,Yes
PT1_2,CTSB,Epithelial,Yes
PT1_2,THY1,Epithelial,Yes
PT1_2,PDZK1,Epithelial,Yes
PT1_2,DHRS4,Epithelial,Yes
PT1_2,AKR7A3,Epithelial,Yes
PT1_2,CYP4A11,Epithelial,No
PT1_2,PCK2,Epithelial,Yes
PT1_2,PBLD,Epithelial,Yes
PT1_2,ALDH6A1,Epithelial,Yes
PT1_2,BHMT2,Epithelial,Yes
PT1_2,ACY1,Epithelial,No
PT1_2,MSRA,Epithelial,Yes
PT1_2,SLC9A3R1,Epithelial,Yes
PT1_2,SLC22A2,Epithelial,Yes
PT1_2,ACAA1,Epithelial,No
PT1_2,LAMTOR5,Epithelial,No
PT1_2,SHMT1,Epithelial,Yes
PT1_2,PLIN2,Epithelial,Yes
PT1_2,SAT2,Epithelial,Yes
PT1_2,MT1X,Epithelial,Yes
PT1_2,SLC3A1,Epithelial,Yes
PT1_2,TMEM176B,Epithelial,No
PT1_2,PCK1,Epithelial,Yes
PT1_2,TXN,Epithelial,Yes
PT1_2,FN3K,Epithelial,Yes
PT1_2,OCIAD2,Epithelial,Yes
PT1_2,CYB5A,Epithelial,Yes
PT1_2,RPS27L,Epithelial,No
PT1_2,SEPP1,Epithelial,Yes
PT1_2,ADI1,Epithelial,No
PT3,MT1G,Epithelial,Yes
PT3,MT1H,Epithelial,Yes
PT3,MT1F,Epithelial,Yes
PT3,FTL,Epithelial,Yes
PT3,MIOX,Epithelial,Yes
PT3,MT1X,Epithelial,Yes
PT3,TPT1,Epithelial,Yes
PT3,GATM,Epithelial,Yes
PT3,ACY1,Epithelial,No
PT3,GLYAT,Epithelial,Yes
PT3,HAO2,Epithelial,Yes
PT3,GLYATL1,Epithelial,Yes
PT3,RBP5,Epithelial,Yes
PT3,TXN,Epithelial,Yes
PT3,BHMT,Epithelial,Yes
PT3,ASS1,Epithelial,Yes
PT3,HRSP12,Epithelial,Yes
PT3,FTH1,Epithelial,Yes
PT3,PCK1,Epithelial,Yes
PT3,AK4,Epithelial,No
PT3,PDZK1,Epithelial,Yes
PT3,AKR1A1,Epithelial,Yes
PT3,AKR7A3,Epithelial,Yes
PT3,IL32,Epithelial,Yes
PT3,PDZK1IP1,Epithelial,Yes
PT3,MT2A,Epithelial,No
PT3,ECHS1,Epithelial,Yes
PT3,GAPDH,Epithelial,Yes
PT3,ALDOB,Epithelial,Yes
PT3,DCXR,Epithelial,Yes
PT3,C11orf54,Epithelial,Yes
PT3,MT1E,Epithelial,Yes
PT3,PEPD,Epithelial,Yes
PT3,NQO2,Epithelial,Yes
PT3,LAMTOR5,Epithelial,No
PT3,DHRS4,Epithelial,Yes
PT3,LGALS2,Epithelial,Yes
PT3,DAB2,Epithelial,Yes
PT3,SLC9A3R1,Epithelial,Yes
PT3,BBOX1,Epithelial,Yes
PT3,ALDH6A1,Epithelial,Yes
PT3,PEBP1,Epithelial,Yes
PT3,MSRB1,Epithelial,No
PT3,GSTA1,Epithelial,Yes
PT3,ACMSD,Epithelial,Yes
PT3,CALM1,Epithelial,Yes
PT3,RPS7,Epithelial,Yes
PT3,NAT8,Epithelial,Yes
PT3,EEF1A1,Epithelial,Yes
PT3,KHK,Epithelial,Yes
PT3,CLIC4,Epithelial,Yes
PT3,ACAT1,Epithelial,Yes
PT3,RPS6,Epithelial,Yes
PT3,SAT2,Epithelial,Yes
PT3,RPL13,Epithelial,Yes
PT3,GPX4,Epithelial,Yes
PT3,BHMT2,Epithelial,Yes
PT3,AGMAT,Epithelial,Yes
PT3,CYB5A,Epithelial,Yes
PT3,ANPEP,Epithelial,Yes
PT3,FBP1,Epithelial,Yes
PT3,DPYS,Epithelial,Yes
PT3,ACAA1,Epithelial,No
PT3,RPS15,Epithelial,Yes
PT3,NACA,Epithelial,Yes
PT3,GRHPR,Epithelial,Yes
PT3,SUCLG1,Epithelial,Yes
PT3,PCK2,Epithelial,Yes
PT3,NIT2,Epithelial,No
PT3,BDH2,Epithelial,Yes
PT3,DDC,Epithelial,No
PT3,SLC6A13,Epithelial,Yes
PT3,FABP1,Epithelial,Yes
PT3,PBLD,Epithelial,Yes
PT3,CRYL1,Epithelial,Yes
PT3,EEF1B2,Epithelial,Yes
PT3,CMBL,Epithelial,Yes
PT3,MSRA,Epithelial,Yes
PT3,GLRX,Epithelial,Yes
PT3,AHCY,Epithelial,Yes
PT3,PLA2G16,Epithelial,Yes
PT3,DNPH1,Epithelial,No
PT3,SHMT1,Epithelial,Yes
PT3,MGST1,Epithelial,Yes
PT3,HPD,Epithelial,No
PT3,RPS16,Epithelial,Yes
PT3,HSPE1,Epithelial,Yes
PT3,TMEM256,Epithelial,No
PT3,SIGIRR,Epithelial,Yes
PT3,ACAA2,Epithelial,No
PT3,HSPD1,Epithelial,Yes
PT3,ECH1,Epithelial,No
PT3,AKR7A2,Epithelial,Yes
PT3,OCIAD2,Epithelial,Yes
PT3,EEF1G,Epithelial,Yes
PT3,C4orf3,Epithelial,Yes
PT3,ETFB,Epithelial,Yes
PT3,ST13,Epithelial,No
PT3,ALDH2,Epithelial,Yes
PT3,SOD1,Epithelial,No
Pelvicurothelialcell,SPINK1,Epithelial,No
Pelvicurothelialcell,PSCA,Epithelial,Yes
Pelvicurothelialcell,KRT17,Epithelial,Yes
Pelvicurothelialcell,S100P,Epithelial,Yes
Pelvicurothelialcell,FABP4,Epithelial,Yes
Pelvicurothelialcell,KRT13,Epithelial,No
Pelvicurothelialcell,SYT8,Epithelial,No
Pelvicurothelialcell,SST,Epithelial,Yes
Pelvicurothelialcell,FABP5,Epithelial,No
Pelvicurothelialcell,GPX2,Epithelial,Yes
Pelvicurothelialcell,CFD,Epithelial,No
Pelvicurothelialcell,CYP4B1,Epithelial,Yes
Pelvicurothelialcell,DHRS2,Epithelial,Yes
Pelvicurothelialcell,VSIG2,Epithelial,Yes
Pelvicurothelialcell,HSD17B2,Epithelial,Yes
Pelvicurothelialcell,ALOX5,Epithelial,No
Pelvicurothelialcell,KRT5,Epithelial,No
Pelvicurothelialcell,THBS2,Epithelial,Yes
Pelvicurothelialcell,SNCG,Epithelial,Yes
Pelvicurothelialcell,SHROOM1,Epithelial,Yes
Pelvicurothelialcell,CLDN1,Epithelial,Yes
Pelvicurothelialcell,PYGL,Epithelial,Yes
Pelvicurothelialcell,PIR,Epithelial,Yes
Pelvicurothelialcell,ITGB4,Epithelial,Yes
Pelvicurothelialcell,AGR2,Epithelial,Yes
Pelvicurothelialcell,EMP2,Epithelial,No
Pelvicurothelialcell,CYP3A5,Epithelial,Yes
Pelvicurothelialcell,SLC1A5,Epithelial,Yes
Pelvicurothelialcell,FXYD3,Epithelial,No
Pelvicurothelialcell,MPZL2,Epithelial,Yes
Pelvicurothelialcell,PDLIM1,Epithelial,Yes
Pelvicurothelialcell,C1orf186,Epithelial,Yes
Pelvicurothelialcell,MXRA5,Epithelial,Yes
Pelvicurothelialcell,AKR1C2,Epithelial,Yes
Pelvicurothelialcell,PTGES,Epithelial,Yes
Pelvicurothelialcell,SFN,Epithelial,Yes
Pelvicurothelialcell,FHL2,Epithelial,Yes
Pelvicurothelialcell,TNFRSF21,Epithelial,Yes
Pelvicurothelialcell,GATA3,Epithelial,Yes
Pelvicurothelialcell,ID1,Epithelial,Yes
Pelvicurothelialcell,KRT7,Epithelial,Yes
Pelvicurothelialcell,C19orf33,Epithelial,No
Pelvicurothelialcell,SMIM22,Epithelial,No
Pelvicurothelialcell,SDC1,Epithelial,Yes
Pelvicurothelialcell,KRTCAP3,Epithelial,No
Pelvicurothelialcell,PLBD1,Epithelial,No
Pelvicurothelialcell,KRT19,Epithelial,Yes
Pelvicurothelialcell,ITGA3,Epithelial,Yes
Pelvicurothelialcell,HPGD,Epithelial,Yes
Pelvicurothelialcell,IGFBP3,Epithelial,Yes
Pelvicurothelialcell,KLF5,Epithelial,Yes
Pelvicurothelialcell,AQP3,Epithelial,Yes
Pelvicurothelialcell,FAM3B,Epithelial,Yes
Pelvicurothelialcell,AKR1C1,Epithelial,No
Pelvicurothelialcell,ELF3,Epithelial,Yes
Pelvicurothelialcell,CYB5R1,Epithelial,Yes
Pelvicurothelialcell,SERINC2,Epithelial,Yes
Pelvicurothelialcell,S100A2,Epithelial,Yes
Pelvicurothelialcell,CXADR,Epithelial,Yes
Pelvicurothelialcell,DDIT4,Epithelial,Yes
Pelvicurothelialcell,PERP,Epithelial,Yes
Pelvicurothelialcell,TMPRSS4,Epithelial,Yes
Pelvicurothelialcell,SHISA5,Epithelial,Yes
Pelvicurothelialcell,IMPDH2,Epithelial,Yes
Pelvicurothelialcell,DST,Epithelial,Yes
Pelvicurothelialcell,ADIRF,Epithelial,No
Pelvicurothelialcell,BTG2,Epithelial,Yes
Pelvicurothelialcell,CTSH,Epithelial,Yes
Pelvicurothelialcell,FAM213A,Epithelial,No
Pelvicurothelialcell,LMNA,Epithelial,Yes
Pelvicurothelialcell,CD55,Epithelial,Yes
Pelvicurothelialcell,NEAT1,Epithelial,No
Pelvicurothelialcell,BCAP31,Epithelial,Yes
Pelvicurothelialcell,ZFP36L1,Epithelial,Yes
Pelvicurothelialcell,SGK1,Epithelial,Yes
Pelvicurothelialcell,RPL28,Epithelial,Yes
Pelvicurothelialcell,ZFP36,Epithelial,Yes
Pelvicurothelialcell,RPS18,Epithelial,No
Pelvicurothelialcell,SPINT2,Epithelial,Yes
Pelvicurothelialcell,PABPC1,Epithelial,Yes
Pelvicurothelialcell,RPL13,Epithelial,Yes
Pelvicurothelialcell,SLPI,Epithelial,No
Pelvicurothelialcell,ANXA2,Epithelial,Yes
Pelvicurothelialcell,S100A11,Epithelial,Yes
Pelvicurothelialcell,C9orf16,Epithelial,Yes
Pelvicurothelialcell,GSTP1,Epithelial,Yes
Pelvicurothelialcell,RHOB,Epithelial,Yes
Pelvicurothelialcell,S100A6,Epithelial,No
Pelvicurothelialcell,CD9,Epithelial,Yes
Pelvicurothelialcell,RPS2,Epithelial,No
Pelvicurothelialcell,MT-ND4L,Epithelial,No
Pelvicurothelialcell,MT-ND1,Epithelial,No
Pelvicurothelialcell,KRT8,Epithelial,Yes
Pelvicurothelialcell,RPS6,Epithelial,Yes
Pelvicurothelialcell,CTSD,Epithelial,Yes
Pelvicurothelialcell,CSTB,Epithelial,Yes
Pelvicurothelialcell,PTGR1,Epithelial,Yes
Pelvicurothelialcell,CLDN4,Epithelial,Yes
Pelvicurothelialcell,KLF6,Epithelial,Yes
Pelvicurothelialcell,MT-ND2,Epithelial,No
Podocyte,PTGDS,Epithelial,No
Podocyte,PODXL,Epithelial,Yes
Podocyte,CHI3L1,Epithelial,Yes
Podocyte,DCN,Epithelial,Yes
Podocyte,HTRA1,Epithelial,Yes
Podocyte,PLA2R1,Epithelial,Yes
Podocyte,CLIC5,Epithelial,Yes
Podocyte,PTPRO,Epithelial,Yes
Podocyte,AIF1,Epithelial,No
Podocyte,PLTP,Epithelial,Yes
Podocyte,TCF21,Epithelial,Yes
Podocyte,PCOLCE2,Epithelial,Yes
Podocyte,NPHS2,Epithelial,Yes
Podocyte,SPOCK2,Epithelial,Yes
Podocyte,F3,Epithelial,Yes
Podocyte,NDNF,Epithelial,No
Podocyte,MXRA8,Epithelial,Yes
Podocyte,SPOCK1,Epithelial,Yes
Podocyte,FGF1,Epithelial,Yes
Podocyte,APOD,Epithelial,Yes
Podocyte,TPPP3,Epithelial,Yes
Podocyte,C14orf37,Epithelial,Yes
Podocyte,RP11-550H2.2,Epithelial,No
Podocyte,NFASC,Epithelial,Yes
Podocyte,RAMP1,Epithelial,Yes
Podocyte,NPHS1,Epithelial,Yes
Podocyte,F2R,Epithelial,Yes
Podocyte,MAGI2,Epithelial,Yes
Podocyte,CLDN5,Epithelial,Yes
Podocyte,ALS2CL,Epithelial,Yes
Podocyte,SPARC,Epithelial,Yes
Podocyte,TNNT2,Epithelial,Yes
Podocyte,TGFBR3,Epithelial,Yes
Podocyte,TPM2,Epithelial,Yes
Podocyte,BGN,Epithelial,Yes
Podocyte,MAFB,Epithelial,Yes
Podocyte,MYL9,Epithelial,Yes
Podocyte,CDC42EP3,Epithelial,Yes
Podocyte,ITIH5,Epithelial,Yes
Podocyte,CTGF,Epithelial,No
Podocyte,ST3GAL6,Epithelial,Yes
Podocyte,NPNT,Epithelial,Yes
Podocyte,VAMP5,Epithelial,Yes
Podocyte,ZDHHC6,Epithelial,Yes
Podocyte,MME,Epithelial,Yes
Podocyte,SBSPON,Epithelial,No
Podocyte,ENPEP,Epithelial,Yes
Podocyte,THSD7A,Epithelial,Yes
Podocyte,COL4A3,Epithelial,Yes
Podocyte,VEGFA,Epithelial,Yes
Podocyte,ARHGEF3,Epithelial,Yes
Podocyte,BST2,Epithelial,Yes
Podocyte,LGALS1,Epithelial,Yes
Podocyte,PDE4DIP,Epithelial,Yes
Podocyte,TJP1,Epithelial,No
Podocyte,ITGAV,Epithelial,Yes
Podocyte,ITGA3,Epithelial,Yes
Podocyte,TIMP1,Epithelial,Yes
Podocyte,CRIM1,Epithelial,Yes
Podocyte,MYH9,Epithelial,Yes
Podocyte,TMEM98,Epithelial,Yes
Podocyte,GOLIM4,Epithelial,Yes
Podocyte,IGFBP2,Epithelial,Yes
Podocyte,VIM,Epithelial,Yes
Podocyte,ANXA2,Epithelial,Yes
Podocyte,VASN,Epithelial,No
Podocyte,ACTN4,Epithelial,Yes
