annotation,gene,Cluster,Presence
Podocyte,PVRL2,Epithelial,Yes
Podocyte,DST,Epithelial,Yes
Podocyte,BCAM,Epithelial,Yes
Podocyte,TSC22D3,Epithelial,Yes
Podocyte,TMSB4X,Epithelial,No
Podocyte,IFITM3,Epithelial,Yes
Podocyte,ITGB1,Epithelial,Yes
Podocyte,NUPR1,Epithelial,Yes
Podocyte,ITM2B,Epithelial,Yes
Podocyte,RARRES2,Epithelial,Yes
Podocyte,IGFBP7,Epithelial,Yes
Podocyte,CD151,Epithelial,Yes
Podocyte,PSAP,Epithelial,Yes
Podocyte,CAPN2,Epithelial,Yes
Podocyte,CALM2,Epithelial,Yes
Podocyte,HSP90B1,Epithelial,Yes
Podocyte,MALAT1,Epithelial,No
Podocyte,CITED2,Epithelial,Yes
Podocyte,IFITM2,Epithelial,Yes
Podocyte,GLUL,Epithelial,Yes
Podocyte,S100A6,Epithelial,No
Podocyte,HLA-A,Epithelial,No
Podocyte,KLF2,Epithelial,Yes
Podocyte,NEAT1,Epithelial,No
Podocyte,CALR,Epithelial,Yes
Podocyte,GADD45B,Epithelial,Yes
Podocyte,EGR1,Epithelial,Yes
Podocyte,S100A4,Epithelial,Yes
Podocyte,ZFP36,Epithelial,Yes
Podocyte,ATF3,Epithelial,Yes
Podocyte,DUSP1,Epithelial,Yes
Podocyte,BTG2,Epithelial,Yes
Podocyte,JUNB,Epithelial,Yes
TypeAIntercalatedcell,ATP6V1G3,Epithelial,No
TypeAIntercalatedcell,ADGRF5,Epithelial,No
TypeAIntercalatedcell,SLC26A7,Epithelial,Yes
TypeAIntercalatedcell,ATP6V0D2,Epithelial,Yes
TypeAIntercalatedcell,SMIM6,Epithelial,No
TypeAIntercalatedcell,SLC4A1,Epithelial,Yes
TypeAIntercalatedcell,IL18,Epithelial,Yes
TypeAIntercalatedcell,FAM24B,Epithelial,Yes
TypeAIntercalatedcell,ATP6V1C2,Epithelial,Yes
TypeAIntercalatedcell,DMRT2,Epithelial,Yes
TypeAIntercalatedcell,STAP1,Epithelial,Yes
TypeAIntercalatedcell,CLEC3B,Epithelial,Yes
TypeAIntercalatedcell,AQP6,Epithelial,Yes
TypeAIntercalatedcell,HEPACAM2,Epithelial,Yes
TypeAIntercalatedcell,FOXI1,Epithelial,Yes
TypeAIntercalatedcell,LINC01187,Epithelial,No
TypeAIntercalatedcell,C12orf75,Epithelial,No
TypeAIntercalatedcell,KIT,Epithelial,Yes
TypeAIntercalatedcell,RCAN2,Epithelial,Yes
TypeAIntercalatedcell,ARHGAP18,Epithelial,Yes
TypeAIntercalatedcell,PACRG,Epithelial,Yes
TypeAIntercalatedcell,ERP27,Epithelial,Yes
TypeAIntercalatedcell,MUC20,Epithelial,Yes
TypeAIntercalatedcell,RARRES3,Epithelial,Yes
TypeAIntercalatedcell,PART1,Epithelial,Yes
TypeAIntercalatedcell,TSPAN7,Epithelial,Yes
TypeAIntercalatedcell,IGFBP5,Epithelial,Yes
TypeAIntercalatedcell,CDA,Epithelial,Yes
TypeAIntercalatedcell,LGALS3,Epithelial,Yes
TypeAIntercalatedcell,SPARCL1,Epithelial,Yes
TypeAIntercalatedcell,COL9A2,Epithelial,Yes
TypeAIntercalatedcell,COX7A1,Epithelial,Yes
TypeAIntercalatedcell,TMEM213,Epithelial,Yes
TypeAIntercalatedcell,ATP6V0A4,Epithelial,Yes
TypeAIntercalatedcell,DSG2,Epithelial,Yes
TypeAIntercalatedcell,TMEM101,Epithelial,Yes
TypeAIntercalatedcell,LITAF,Epithelial,Yes
TypeAIntercalatedcell,EPS8,Epithelial,Yes
TypeAIntercalatedcell,ATP6V1B1,Epithelial,Yes
TypeAIntercalatedcell,SLC25A39,Epithelial,Yes
TypeAIntercalatedcell,UAP1,Epithelial,Yes
TypeAIntercalatedcell,ATP6AP2,Epithelial,Yes
TypeAIntercalatedcell,RHCG,Epithelial,Yes
TypeAIntercalatedcell,DHRS7,Epithelial,Yes
TypeAIntercalatedcell,ATP6V0C,Epithelial,Yes
TypeAIntercalatedcell,GADD45G,Epithelial,No
TypeAIntercalatedcell,CKB,Epithelial,Yes
TypeAIntercalatedcell,ATP6V0B,Epithelial,Yes
TypeAIntercalatedcell,RTN4,Epithelial,Yes
TypeAIntercalatedcell,ZMPSTE24,Epithelial,Yes
TypeAIntercalatedcell,RNASEK,Epithelial,Yes
TypeAIntercalatedcell,ATP6V1A,Epithelial,Yes
TypeAIntercalatedcell,EXOSC7,Epithelial,No
TypeAIntercalatedcell,LIMS1,Epithelial,Yes
TypeAIntercalatedcell,LIMA1,Epithelial,Yes
TypeAIntercalatedcell,PTGER3,Epithelial,Yes
TypeAIntercalatedcell,CLCNKB,Epithelial,No
TypeAIntercalatedcell,TMEM106C,Epithelial,Yes
TypeAIntercalatedcell,B2M,Epithelial,No
TypeAIntercalatedcell,TMSB4X,Epithelial,No
TypeAIntercalatedcell,OXCT1,Epithelial,Yes
TypeAIntercalatedcell,CD9,Epithelial,Yes
TypeAIntercalatedcell,SCIN,Epithelial,Yes
TypeAIntercalatedcell,CAPG,Epithelial,No
TypeAIntercalatedcell,BSG,Epithelial,Yes
TypeAIntercalatedcell,MAP1LC3A,Epithelial,Yes
TypeAIntercalatedcell,SPINK1,Epithelial,No
TypeAIntercalatedcell,PFN2,Epithelial,Yes
TypeAIntercalatedcell,PLLP,Epithelial,Yes
TypeAIntercalatedcell,NUCB2,Epithelial,No
TypeAIntercalatedcell,SLC25A5,Epithelial,Yes
TypeAIntercalatedcell,RARRES2,Epithelial,Yes
TypeAIntercalatedcell,HADHB,Epithelial,Yes
TypeAIntercalatedcell,COX5A,Epithelial,No
TypeAIntercalatedcell,ID3,Epithelial,Yes
TypeAIntercalatedcell,ANXA4,Epithelial,Yes
TypeAIntercalatedcell,HADHA,Epithelial,Yes
TypeAIntercalatedcell,RPS12,Epithelial,Yes
TypeAIntercalatedcell,HLA-B,Epithelial,No
TypeAIntercalatedcell,TFCP2L1,Epithelial,Yes
TypeAIntercalatedcell,EFHD1,Epithelial,Yes
TypeAIntercalatedcell,HERPUD1,Epithelial,Yes
TypeAIntercalatedcell,CA12,Epithelial,Yes
TypeAIntercalatedcell,NDUFA6,Epithelial,No
TypeAIntercalatedcell,HLA-C,Epithelial,No
TypeAIntercalatedcell,CALM2,Epithelial,Yes
TypeAIntercalatedcell,ATP5E,Epithelial,Yes
TypeAIntercalatedcell,COX7A2,Epithelial,No
TypeAIntercalatedcell,GLUL,Epithelial,Yes
TypeAIntercalatedcell,G0S2,Epithelial,Yes
TypeAIntercalatedcell,COX6C,Epithelial,Yes
TypeAIntercalatedcell,EPCAM,Epithelial,Yes
TypeAIntercalatedcell,KRT8,Epithelial,Yes
TypeAIntercalatedcell,CLDN7,Epithelial,No
TypeAIntercalatedcell,TXNIP,Epithelial,Yes
TypeAIntercalatedcell,RPL39,Epithelial,Yes
TypeAIntercalatedcell,HLA-A,Epithelial,No
TypeAIntercalatedcell,HSPA6,Epithelial,No
TypeAIntercalatedcell,CD74,Epithelial,Yes
TypeAIntercalatedcell,HSPA1A,Epithelial,No
TypeBIntercalatedcell,SLC4A9,Epithelial,No
TypeBIntercalatedcell,CDA,Epithelial,Yes
TypeBIntercalatedcell,IGFBP5,Epithelial,Yes
TypeBIntercalatedcell,LINC01187,Epithelial,No
TypeBIntercalatedcell,ATP6V1G3,Epithelial,No
TypeBIntercalatedcell,PLCG2,Epithelial,Yes
TypeBIntercalatedcell,BCO2,Epithelial,No
TypeBIntercalatedcell,IL18,Epithelial,Yes
TypeBIntercalatedcell,HEPACAM2,Epithelial,Yes
TypeBIntercalatedcell,ATP6V1C2,Epithelial,Yes
TypeBIntercalatedcell,KRT7,Epithelial,Yes
TypeBIntercalatedcell,ATP6V0D2,Epithelial,Yes
TypeBIntercalatedcell,RCAN2,Epithelial,Yes
TypeBIntercalatedcell,44265,Epithelial,No
TypeBIntercalatedcell,TSPAN8,Epithelial,No
TypeBIntercalatedcell,ATP6V0A4,Epithelial,Yes
TypeBIntercalatedcell,MUC20,Epithelial,Yes
TypeBIntercalatedcell,CA8,Epithelial,Yes
TypeBIntercalatedcell,CERS4,Epithelial,No
TypeBIntercalatedcell,LINC00969,Epithelial,No
TypeBIntercalatedcell,ATP6V1B1,Epithelial,Yes
TypeBIntercalatedcell,TMEM213,Epithelial,Yes
TypeBIntercalatedcell,ATP6AP2,Epithelial,Yes
TypeBIntercalatedcell,TSPAN7,Epithelial,Yes
TypeBIntercalatedcell,CD9,Epithelial,Yes
TypeBIntercalatedcell,EPS8,Epithelial,Yes
TypeBIntercalatedcell,PCP4,Epithelial,Yes
TypeBIntercalatedcell,RARRES2,Epithelial,Yes
TypeBIntercalatedcell,BCAP29,Epithelial,Yes
TypeBIntercalatedcell,ATP6V0B,Epithelial,Yes
TypeBIntercalatedcell,CA12,Epithelial,Yes
TypeBIntercalatedcell,WFDC2,Epithelial,Yes
TypeBIntercalatedcell,SDC2,Epithelial,Yes
TypeBIntercalatedcell,PACRG,Epithelial,Yes
TypeBIntercalatedcell,RARRES3,Epithelial,Yes
TypeBIntercalatedcell,NEDD4L,Epithelial,Yes
TypeBIntercalatedcell,ATP6V0C,Epithelial,Yes
TypeBIntercalatedcell,DHRS7,Epithelial,Yes
TypeBIntercalatedcell,SCIN,Epithelial,Yes
TypeBIntercalatedcell,GOLM1,Epithelial,Yes
TypeBIntercalatedcell,SLC25A6,Epithelial,No
TypeBIntercalatedcell,RPS21,Epithelial,Yes
TypeBIntercalatedcell,WDR72,Epithelial,No
TypeBIntercalatedcell,RPS27,Epithelial,Yes
TypeBIntercalatedcell,MIF,Epithelial,No
TypeBIntercalatedcell,SNHG7,Epithelial,Yes
TypeBIntercalatedcell,ARL4D,Epithelial,Yes
TypeBIntercalatedcell,LGALS3,Epithelial,Yes
TypeBIntercalatedcell,CLCNKB,Epithelial,No
TypeBIntercalatedcell,GADD45G,Epithelial,No
TypeBIntercalatedcell,ANXA5,Epithelial,Yes
TypeBIntercalatedcell,MAL,Epithelial,Yes
TypeBIntercalatedcell,OGDHL,Epithelial,Yes
TypeBIntercalatedcell,S100A13,Epithelial,Yes
TypeBIntercalatedcell,ATP6V1A,Epithelial,Yes
TypeBIntercalatedcell,ANXA4,Epithelial,Yes
TypeBIntercalatedcell,ID3,Epithelial,Yes
TypeBIntercalatedcell,RPS12,Epithelial,Yes
TypeBIntercalatedcell,ATP6V1H,Epithelial,Yes
TypeBIntercalatedcell,BSG,Epithelial,Yes
TypeBIntercalatedcell,EIF3L,Epithelial,Yes
TypeBIntercalatedcell,TFCP2L1,Epithelial,Yes
TypeBIntercalatedcell,CAPG,Epithelial,No
TypeBIntercalatedcell,RPS14,Epithelial,Yes
TypeBIntercalatedcell,RPS3,Epithelial,No
TypeBIntercalatedcell,HSPA6,Epithelial,No
TypeBIntercalatedcell,RPL37A,Epithelial,Yes
TypeBIntercalatedcell,CHCHD10,Epithelial,No
TypeBIntercalatedcell,KRT18,Epithelial,Yes
TypeBIntercalatedcell,COX6C,Epithelial,Yes
TypeBIntercalatedcell,EFHD1,Epithelial,Yes
TypeBIntercalatedcell,RPS28,Epithelial,Yes
TypeBIntercalatedcell,REEP5,Epithelial,Yes
TypeBIntercalatedcell,EPCAM,Epithelial,Yes
TypeBIntercalatedcell,RPSA,Epithelial,Yes
TypeBIntercalatedcell,RPL39,Epithelial,Yes
TypeBIntercalatedcell,RPL28,Epithelial,Yes
TypeBIntercalatedcell,TMEM59,Epithelial,Yes
TypeBIntercalatedcell,RPS3A,Epithelial,Yes
TypeBIntercalatedcell,RPL34,Epithelial,Yes
TypeBIntercalatedcell,RPS15A,Epithelial,Yes
TypeBIntercalatedcell,CEBPD,Epithelial,Yes
TypeBIntercalatedcell,RPL30,Epithelial,Yes
TypeBIntercalatedcell,RPL6,Epithelial,Yes
TypeBIntercalatedcell,KRT8,Epithelial,Yes
TypeBIntercalatedcell,RPL15,Epithelial,Yes
TypeBIntercalatedcell,SMIM24,Epithelial,No
TypeBIntercalatedcell,RPLP0,Epithelial,Yes
TypeBIntercalatedcell,RPL11,Epithelial,Yes
TypeBIntercalatedcell,RPS10,Epithelial,No
TypeBIntercalatedcell,RPL8,Epithelial,Yes
TypeBIntercalatedcell,B2M,Epithelial,No
TypeBIntercalatedcell,CTSD,Epithelial,Yes
TypeBIntercalatedcell,AC090498.1,Epithelial,No
TypeBIntercalatedcell,RPL5,Epithelial,Yes
TypeBIntercalatedcell,HSPA1A,Epithelial,No
TypeBIntercalatedcell,RPS2,Epithelial,No
TypeBIntercalatedcell,HLA-C,Epithelial,No
TypeBIntercalatedcell,RPS26,Epithelial,Yes
TypeBIntercalatedcell,MTRNR2L12,Epithelial,No
UnknownEpi,PCP4,Epithelial,Yes
UnknownEpi,PPP1R1A,Epithelial,Yes
UnknownEpi,CTD-2247C11.5,Epithelial,No
UnknownEpi,DEFB1,Epithelial,Yes
UnknownEpi,MRPS6,Epithelial,Yes
UnknownEpi,BTG1,Epithelial,Yes
UnknownEpi,ATP5L,Epithelial,Yes
UnknownEpi,NUDT4,Epithelial,Yes
UnknownEpi,S100A10,Epithelial,Yes
UnknownEpi,CKB,Epithelial,Yes
UnknownEpi,COX5B,Epithelial,No
UnknownEpi,RPL41,Epithelial,Yes
UnknownEpi,YBX1,Epithelial,Yes
UnknownEpi,DUSP9,Epithelial,Yes
UnknownEpi,MPC1,Epithelial,No
UnknownEpi,NDUFA4,Epithelial,Yes
UnknownEpi,ATP5E,Epithelial,Yes
UnknownEpi,RPL8,Epithelial,Yes
UnknownEpi,PCBP2,Epithelial,Yes
UnknownEpi,COX6B1,Epithelial,Yes
UnknownEpi,TSC22D3,Epithelial,Yes
UnknownEpi,ALDOA,Epithelial,Yes
UnknownEpi,UQCRB,Epithelial,Yes
UnknownEpi,RPS3A,Epithelial,Yes
UnknownEpi,SH3BGRL3,Epithelial,Yes
UnknownEpi,ATP5D,Epithelial,Yes
UnknownEpi,LDHB,Epithelial,No
UnknownEpi,UCHL1,Epithelial,Yes
UnknownEpi,COX7A1,Epithelial,Yes
UnknownEpi,CHCHD10,Epithelial,No
UnknownEpi,UQCRH,Epithelial,Yes
UnknownEpi,COX4I1,Epithelial,Yes
UnknownEpi,ATP5G2,Epithelial,Yes
UnknownEpi,PPIA,Epithelial,Yes
UnknownEpi,PTMA,Epithelial,No
UnknownEpi,EIF1,Epithelial,Yes
UnknownEpi,COX7B,Epithelial,Yes
UnknownEpi,MYL6,Epithelial,Yes
UnknownEpi,COX7C,Epithelial,Yes
UnknownEpi,RPL3,Epithelial,Yes
UnknownEpi,RPS3,Epithelial,No
UnknownEpi,ZFP36L2,Epithelial,Yes
UnknownEpi,COX8A,Epithelial,No
UnknownEpi,ITGB1BP1,Epithelial,Yes
UnknownEpi,PDE1A,Epithelial,Yes
UnknownEpi,NPM1,Epithelial,No
UnknownEpi,PEBP1,Epithelial,Yes
UnknownEpi,TXNIP,Epithelial,Yes
UnknownEpi,RPS4X,Epithelial,Yes
UnknownEpi,SLC25A5,Epithelial,Yes
UnknownEpi,HSPA2,Epithelial,Yes
UnknownEpi,RPL21,Epithelial,No
UnknownEpi,NDUFA1,Epithelial,Yes
UnknownEpi,HSP90AB1,Epithelial,Yes
UnknownEpi,CCNI,Epithelial,Yes
UnknownEpi,FABP3,Epithelial,Yes
UnknownEpi,IDH2,Epithelial,Yes
UnknownEpi,RPL5,Epithelial,Yes
UnknownEpi,SRP14,Epithelial,Yes
UnknownEpi,NGFRAP1,Epithelial,Yes
UnknownEpi,MTRNR2L12,Epithelial,No
UnknownEpi,HIST1H4C,Epithelial,Yes
UnknownEpi,HBB,Epithelial,Yes
UnknownEpi,COX6C,Epithelial,Yes
UnknownEpi,RPL4,Epithelial,Yes
UnknownEpi,ATP5G3,Epithelial,Yes
UnknownEpi,RPS4Y1,Epithelial,Yes
UnknownEpi,GSTP1,Epithelial,Yes
UnknownEpi,TOMM7,Epithelial,Yes
UnknownEpi,DNAJC19,Epithelial,Yes
UnknownEpi,TMA7,Epithelial,No
UnknownEpi,UQCR11,Epithelial,No
UnknownEpi,PABPC1,Epithelial,Yes
UnknownEpi,SLC25A4,Epithelial,Yes
UnknownEpi,CYFIP2,Epithelial,Yes
UnknownEpi,FXYD2,Epithelial,Yes
UnknownEpi,VDAC2,Epithelial,No
UnknownEpi,SUMO2,Epithelial,Yes
UnknownEpi,ATP5G1,Epithelial,Yes
UnknownEpi,PRR13,Epithelial,No
UnknownEpi,GNAS,Epithelial,Yes
UnknownEpi,EEF2,Epithelial,Yes
UnknownEpi,ATP5J,Epithelial,Yes
UnknownEpi,PRDX3,Epithelial,Yes
UnknownEpi,PKM,Epithelial,No
UnknownEpi,ATP5A1,Epithelial,Yes
UnknownEpi,UQCRFS1,Epithelial,Yes
UnknownEpi,HIBADH,Epithelial,Yes
UnknownEpi,CBR1,Epithelial,Yes
UnknownEpi,CYCS,Epithelial,Yes
UnknownEpi,EIF3K,Epithelial,No
UnknownEpi,NDUFB1,Epithelial,Yes
UnknownEpi,CALM2,Epithelial,Yes
UnknownEpi,ATP5B,Epithelial,Yes
UnknownEpi,CIRBP,Epithelial,Yes
UnknownEpi,NDUFS6,Epithelial,No
UnknownEpi,POLR2L,Epithelial,Yes
UnknownEpi,NDUFB3,Epithelial,Yes
UnknownEpi,SUB1,Epithelial,Yes
UnknownEpi,ATP5C1,Epithelial,No
Cellcycle,STMN1,RCC,Yes
Cellcycle,UBE2C,RCC,Yes
Cellcycle,TK1,RCC,Yes
Cellcycle,PTTG1,RCC,No
Cellcycle,CENPF,RCC,Yes
Cellcycle,RRM2,RCC,No
Cellcycle,KIAA0101,RCC,Yes
Cellcycle,BIRC5,RCC,Yes
Cellcycle,CENPU,RCC,No
Cellcycle,TPX2,RCC,Yes
Cellcycle,TOP2A,RCC,Yes
Cellcycle,GINS2,RCC,Yes
Cellcycle,MAD2L1,RCC,Yes
Cellcycle,CDC20,RCC,Yes
Cellcycle,MKI67,RCC,Yes
Cellcycle,TYMS,RCC,Yes
Cellcycle,RNASEH2A,RCC,Yes
Cellcycle,NUSAP1,RCC,Yes
Cellcycle,TUBA1B,RCC,Yes
Cellcycle,CCNB1,RCC,Yes
Cellcycle,MCM7,RCC,Yes
Cellcycle,H2AFZ,RCC,Yes
Cellcycle,PCNA,RCC,Yes
Cellcycle,CKS2,RCC,No
Cellcycle,TUBB,RCC,Yes
Cellcycle,FABP5,RCC,No
Cellcycle,RANBP1,RCC,Yes
Cellcycle,H2AFV,RCC,Yes
Cellcycle,HMGN2,RCC,Yes
Cellcycle,HMGB1,RCC,Yes
Cellcycle,RAN,RCC,Yes
Cellcycle,H2AFY,RCC,Yes
Cellcycle,DEK,RCC,Yes
Cellcycle,TMEM106C,RCC,Yes
Cellcycle,HMGB2,RCC,Yes
Cellcycle,STRA13,RCC,Yes
Cellcycle,LSM4,RCC,Yes
Cellcycle,CKS1B,RCC,No
Cellcycle,PLP2,RCC,Yes
Cellcycle,PFN1,RCC,Yes
Cellcycle,PTMA,RCC,No
Cellcycle,ACTB,RCC,Yes
Cellcycle,PPIA,RCC,Yes
Cellcycle,TUBB4B,RCC,No
Cellcycle,HNRNPAB,RCC,Yes
Cellcycle,DUT,RCC,Yes
Cellcycle,RHEB,RCC,No
Cellcycle,SNRPB,RCC,Yes
Cellcycle,RPA3,RCC,Yes
Cellcycle,HN1,RCC,Yes
Cellcycle,CFL1,RCC,Yes
Cellcycle,SLC25A5,RCC,Yes
Cellcycle,HIST1H1D,RCC,Yes
Cellcycle,ANXA2,RCC,Yes
Cellcycle,ARPC1B,RCC,No
Cellcycle,SNRPG,RCC,No
Cellcycle,HNRNPA2B1,RCC,Yes
Cellcycle,TUBA1C,RCC,Yes
Cellcycle,HIST1H1E,RCC,No
Cellcycle,NAP1L1,RCC,Yes
Cellcycle,TPM3,RCC,Yes
Cellcycle,TPM4,RCC,No
Cellcycle,HSPD1,RCC,Yes
Cellcycle,CHCHD2,RCC,Yes
Cellcycle,ENO1,RCC,Yes
Cellcycle,UCHL1,RCC,Yes
Cellcycle,C12orf75,RCC,No
Cellcycle,EIF5A,RCC,Yes
Cellcycle,MZT2A,RCC,No
Cellcycle,LGALS1,RCC,Yes
Cellcycle,PDCD5,RCC,Yes
Cellcycle,ANXA5,RCC,Yes
Cellcycle,ACTG1,RCC,Yes
Cellcycle,CAV1,RCC,Yes
Cellcycle,ATP5G1,RCC,Yes
Cellcycle,ATP5J2,RCC,Yes
Cellcycle,CCT6A,RCC,Yes
Cellcycle,TOMM40,RCC,Yes
Cellcycle,AKR1B1,RCC,Yes
Cellcycle,YBX1,RCC,Yes
Cellcycle,PKM,RCC,No
Cellcycle,CALM2,RCC,Yes
Cellcycle,RPS17,RCC,No
Cellcycle,S100A11,RCC,Yes
Cellcycle,CIB1,RCC,Yes
Cellcycle,TAGLN2,RCC,Yes
Cellcycle,TM4SF1,RCC,Yes
Cellcycle,HSPE1,RCC,Yes
Cellcycle,PPIB,RCC,Yes
Cellcycle,NME2,RCC,Yes
Cellcycle,CALR,RCC,Yes
Cellcycle,SNRPD2,RCC,Yes
Cellcycle,GSTP1,RCC,Yes
Cellcycle,CLIC1,RCC,Yes
Cellcycle,TFPI2,RCC,Yes
Cellcycle,ARL6IP1,RCC,Yes
Cellcycle,TMSB4X,RCC,No
Cellcycle,HIST1H4C,RCC,Yes
Cellcycle,HSP90B1,RCC,Yes
Cellcycle,MT2A,RCC,No
EMT,MT1X,RCC,Yes
EMT,MT2A,RCC,No
EMT,MT1M,RCC,Yes
EMT,MT1E,RCC,Yes
EMT,MT1A,RCC,Yes
EMT,MT1F,RCC,Yes
EMT,MT1G,RCC,Yes
EMT,CEBPB,RCC,Yes
EMT,C11orf96,RCC,No
EMT,MT3,RCC,Yes
EMT,SMIM3,RCC,No
EMT,EGR1,RCC,Yes
EMT,TMSB10,RCC,No
EMT,NNMT,RCC,Yes
EMT,SLPI,RCC,No
EMT,FOS,RCC,Yes
EMT,RPS14,RCC,Yes
EMT,SERPINE1,RCC,Yes
EMT,JUNB,RCC,Yes
EMT,STC1,RCC,Yes
EMT,CEBPD,RCC,Yes
EMT,RPL5,RCC,Yes
EMT,PNRC1,RCC,No
EMT,IFITM3,RCC,Yes
EMT,ZFP36L1,RCC,Yes
EMT,ZFP36,RCC,Yes
EMT,ELL2,RCC,No
EMT,MT1H,RCC,Yes
EMT,ATF3,RCC,Yes
EMT,CDKN1A,RCC,Yes
EMT,RPL34,RCC,Yes
EMT,RPL13,RCC,Yes
EMT,S100A6,RCC,No
EMT,VIM,RCC,Yes
EMT,RPL10,RCC,No
EMT,RPS3,RCC,No
EMT,RPL18,RCC,Yes
EMT,TGFBI,RCC,Yes
EMT,YBX3,RCC,No
EMT,RPL35A,RCC,No
EMT,ZFAS1,RCC,No
EMT,DUSP1,RCC,Yes
EMT,BGN,RCC,Yes
EMT,RRAD,RCC,Yes
EMT,RPL39,RCC,Yes
EMT,RPS8,RCC,Yes
EMT,AC090498.1,RCC,No
EMT,NOL3,RCC,Yes
EMT,PMP22,RCC,Yes
EMT,IFITM2,RCC,Yes
EMT,RPL11,RCC,Yes
EMT,RPL36,RCC,Yes
EMT,RPL12,RCC,Yes
EMT,RPS3A,RCC,Yes
EMT,RPL30,RCC,Yes
EMT,FTH1,RCC,Yes
EMT,EPB41L4A-AS1,RCC,No
EMT,LGALS1,RCC,Yes
EMT,AQP3,RCC,Yes
EMT,BTF3,RCC,Yes
EMT,RPL8,RCC,Yes
EMT,FAU,RCC,No
EMT,ERRFI1,RCC,Yes
EMT,TGM2,RCC,Yes
EMT,LOX,RCC,Yes
EMT,RPS27,RCC,Yes
EMT,C10orf10,RCC,Yes
EMT,GADD45B,RCC,Yes
EMT,CP,RCC,Yes
EMT,RPS18,RCC,No
EMT,RPS15A,RCC,Yes
EMT,IER2,RCC,Yes
EMT,DUSP23,RCC,Yes
EMT,SPP1,RCC,Yes
EMT,CLU,RCC,Yes
EMT,IGFBP5,RCC,Yes
EMT,GLUL,RCC,Yes
EMT,RPL37A,RCC,Yes
EMT,ASS1,RCC,Yes
EMT,ZFAND5,RCC,Yes
EMT,RHOB,RCC,Yes
EMT,LGALS3,RCC,Yes
EMT,TIPARP,RCC,Yes
EMT,RARRES2,RCC,Yes
EMT,IER3,RCC,No
EMT,RPS23,RCC,Yes
EMT,IFITM1,RCC,Yes
EMT,RPL17,RCC,Yes
EMT,RPS10,RCC,No
EMT,TSC22D3,RCC,Yes
EMT,TIMP1,RCC,Yes
EMT,JUN,RCC,Yes
EMT,ANXA1,RCC,Yes
EMT,CITED2,RCC,Yes
EMT,FGG,RCC,Yes
EMT,SERPINA1,RCC,Yes
EMT,DDIT4,RCC,Yes
EMT,FGB,RCC,Yes
EMT,ANGPTL4,RCC,Yes
EMT,REG1A,RCC,Yes
EMT,LGALS1,RCC,Yes
EMT,ANXA2,RCC,Yes
EMT,VIM,RCC,Yes
EMT,EMP3,RCC,Yes
EMT,S100A11,RCC,Yes
EMT,S100A10,RCC,Yes
EMT,S100A6,RCC,No
EMT,FLNA,RCC,Yes
EMT,CAV1,RCC,Yes
EMT,RTEL1-TNFRSF6B,RCC,No
EMT,ITGA3,RCC,Yes
EMT,TMSB10,RCC,No
EMT,IGFBP3,RCC,Yes
EMT,PFN1,RCC,Yes
EMT,IGFBP7,RCC,Yes
EMT,S100A16,RCC,Yes
EMT,ACTB,RCC,Yes
EMT,GAPDH,RCC,Yes
EMT,P4HB,RCC,Yes
EMT,SH3BGRL3,RCC,Yes
EMT,TIMP1,RCC,Yes
EMT,CCL20,RCC,Yes
EMT,ACTG1,RCC,Yes
EMT,IL32,RCC,Yes
EMT,TM4SF1,RCC,Yes
EMT,PPIA,RCC,Yes
EMT,CLIC1,RCC,Yes
EMT,PLP2,RCC,Yes
EMT,TAGLN2,RCC,Yes
EMT,LGALS3,RCC,Yes
EMT,SERPINE1,RCC,Yes
EMT,TUBA1B,RCC,Yes
EMT,CD99,RCC,No
EMT,CD151,RCC,Yes
EMT,TSPO,RCC,Yes
EMT,UCHL1,RCC,Yes
EMT,TMSB4X,RCC,No
EMT,PKM,RCC,No
EMT,CD63,RCC,Yes
EMT,NEFL,RCC,Yes
EMT,ANXA5,RCC,Yes
EMT,SERPINE2,RCC,Yes
EMT,TNFRSF12A,RCC,Yes
EMT,RRAD,RCC,Yes
EMT,YWHAQ,RCC,No
EMT,TUBB,RCC,Yes
EMT,TPM1,RCC,Yes
EMT,CD70,RCC,Yes
EMT,RHOC,RCC,Yes
EMT,CAV2,RCC,Yes
EMT,TUBA1A,RCC,Yes
EMT,ARPC1B,RCC,No
EMT,LOX,RCC,Yes
EMT,CA12,RCC,Yes
EMT,TUBA1C,RCC,Yes
EMT,KRT19,RCC,Yes
EMT,CD9,RCC,Yes
EMT,RCN1,RCC,No
EMT,P4HA2,RCC,Yes
EMT,TGM2,RCC,Yes
EMT,RAC1,RCC,Yes
EMT,TFPI2,RCC,Yes
EMT,PRDX1,RCC,Yes
EMT,TGFBI,RCC,Yes
EMT,ITGB1,RCC,Yes
EMT,C19orf33,RCC,No
EMT,EIF5A,RCC,Yes
EMT,SYNGR2,RCC,No
EMT,SOD2,RCC,Yes
EMT,ENO1,RCC,Yes
EMT,CFL1,RCC,Yes
EMT,LMNA,RCC,Yes
EMT,C12orf75,RCC,No
EMT,C3,RCC,Yes
EMT,PPIB,RCC,Yes
EMT,CST3,RCC,Yes
EMT,SPINT2,RCC,Yes
EMT,FSTL3,RCC,Yes
EMT,MYDGF,RCC,No
EMT,NME2,RCC,Yes
EMT,PLOD2,RCC,Yes
EMT,TXN,RCC,Yes
EMT,PDIA6,RCC,No
EMT,CALR,RCC,Yes
EMT,PTTG1IP,RCC,Yes
